"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_16.06",57

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_Plagiarism",190

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1323_S_2015_Intro_to_Computer_Programming.ntivideo.video_02.02.03_Craps",1211

"tag:nextthought.com,2011-10:OU-NTIVideo-PHIL1203_F_2014_HumanDestiny.ntivideo.video_Integrity",172

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_lab_pulmonary_function_volumes_capacities",181

"tag:nextthought.com,2011-10:OU-NTIVideo-FIN3303_S_2015_Business_Finance.ntivideo.video_8.Example2no",487

"tag:nextthought.com,2011-10:OU-NTIVideo-ANTH4970_S_2015_Practical_Importance_of_Human_Evolution.ntivideo.video_02.05_Gene_Flow",37

"tag:nextthought.com,2011-10:OU-NTIVideo-IAS2003_F_2014_GlobalCommunity.ntivideo.video_01.01",110

"tag:nextthought.com,2011-10:OU-NTIVideo-IAS2003_F_2014_GlobalCommunity.ntivideo.video_Identity_Crisis",184

"tag:nextthought.com,2011-10:OU-NTIVideo-ENGR1510_S_2015_Intro_to_Water.ntivideo.video_2.3_video_2",269.0

"tag:nextthought.com,2011-10:OU-NTIVideo-FIN3303_F_2014_Business_Finance.ntivideo.video_1.4_Funds",335

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_intercellular_ligand_gated_channel",304

"tag:nextthought.com,2011-10:OU-NTIVideo-EDAH5023_S_2015_Admin_of_Adult_and_Higher_Education.ntivideo.video_07.03._Organizational_Structure",125

"tag:nextthought.com,2011-10:OU-NTIVideo-FIN3303_F_2014_Business_Finance.ntivideo.video_9.Repurchases",444

"tag:nextthought.com,2011-10:OU-NTIVideo-ENGR1510_S_2015_Intro_to_Water.ntivideo.video_2.3_video_1",580

"tag:nextthought.com,2011-10:OU-NTIVideo-PSC4283_S_2015_Civil_Rights_and_Civil_Liberties.ntivideo.video_janux_assignments",173

"tag:nextthought.com,2011-10:OU-NTIVideo-SOC1113_S_2015_Intro_to_Sociology.ntivideo.video_Protecting",123

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_11.01",577

"tag:nextthought.com,2011-10:OU-NTIVideo-FIN3303_F_2014_Business_Finance.ntivideo.video_8.Data_Statistics",345

"tag:nextthought.com,2011-10:OU-NTIVideo-LSTD1153_S_2015_History_United_States_1865_to_Present.ntivideo.video_Newt_Gingrich",399

"tag:nextthought.com,2011-10:OU-NTIVideo-IAS2003_F_2014_GlobalCommunity.ntivideo.video_24.02",675

"tag:nextthought.com,2011-10:OU-NTIVideo-LSTD1153_S_2015_History_United_States_1865_to_Present.ntivideo.video_Over_There",430

"tag:nextthought.com,2011-10:OU-NTIVideo-IAS2003_F_2014_GlobalCommunity.ntivideo.video_24.01",909

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1303_S_2015_Power_and_Elegance_of_Computational_Thinking.ntivideo.video_Base_Conversion",73

"tag:nextthought.com,2011-10:OU-NTIVideo-LSTD1153_S_2015_History_United_States_1865_to_Present.ntivideo.video_Eleanor_Roosevelt",421

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1323_F_2014_Intro_to_Computer_Programming.ntivideo.video_04.02.04_Reading_Levels",2016

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_F_2014_Gateway.ntivideo.5_1_Video_1",44

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_F_2014_Gateway.ntivideo.5_1_Video_2",225

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_Protecting",123

"tag:nextthought.com,2011-10:OU-NTIVideo-EDAH5023_S_2015_Admin_of_Adult_and_Higher_Education.ntivideo.video_6.3_Organizational",125

"tag:nextthought.com,2011-10:OU-NTIVideo-PHIL1203_F_2014_HumanDestiny.ntivideo.video:Locke_BY_Neal_Judisch",751

"tag:nextthought.com,2011-10:OU-NTIVideo-EDAH5023_S_2015_Admin_of_Adult_and_Higher_Education.ntivideo.video_02.02_GI_Bill",41

"tag:nextthought.com,2011-10:OU-NTIVideo-LSTD1153_S_2015_History_United_States_1865_to_Present.ntivideo.video_1968_Election",713

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1303_S_2015_Power_and_Elegance_of_Computational_Thinking.ntivideo.video_overview_abstraction_inside_computer",183

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1323_F_2014_Intro_to_Computer_Programming.ntivideo.video_05.02.04_Program_Design",817

"tag:nextthought.com,2011-10:OU-NTIVideo-LSTD1153_S_2015_History_United_States_1865_to_Present.ntivideo.video_Truman_and_History",239

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_24.04",664

"tag:nextthought.com,2011-10:OU-NTIVideo-IAS2003_F_2014_GlobalCommunity.ntivideo.video_youtube_2",181.0

"tag:nextthought.com,2011-10:OU-NTIVideo-FIN3303_S_2015_Business_Finance.ntivideo.video_8.Example1no",466

"tag:nextthought.com,2011-10:OU-NTIVideo-IAS2003_F_2014_GlobalCommunity.ntivideo.video_youtube_4",714.0

"tag:nextthought.com,2011-10:OU-NTIVideo-IAS2003_F_2014_GlobalCommunity.ntivideo.video_youtube_5",582.0

"tag:nextthought.com,2011-10:OU-NTIVideo-IAS2003_F_2014_GlobalCommunity.ntivideo.video_youtube_6",842.0

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_24.05",37

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_F_2014_Gateway.ntivideo.7_4_Video_2",406

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1323_F_2014_Intro_to_Computer_Programming.ntivideo.video_02.01.02_Heart_Rates",183

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_F_2014_Gateway.ntivideo.7_4_Video_1",235

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_24.06",55

"tag:nextthought.com,2011-10:OU-NTIVideo-IAS2003_F_2014_GlobalCommunity.ntivideo.video_Danger_of_Single_Story",1157.0

"tag:nextthought.com,2011-10:OU-NTIVideo-LSTD1153_S_2015_History_United_States_1865_to_Present.ntivideo.video_The_Pacific_War",521

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1323_F_2014_Intro_to_Computer_Programming.ntivideo.video_01.01.01_Obama",78.0

"tag:nextthought.com,2011-10:OU-HTML-IAS2003_F_2014_GlobalCommunity.ntivideo.0",NO SOURCE DATA

"tag:nextthought.com,2011-10:OU-NTIVideo-ANTH4970_S_2015_Practical_Importance_of_Human_Evolution.ntivideo.video_02.03_Mutation",50

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1323_S_2015_Intro_to_Computer_Programming.ntivideo.video_03.01.03_Texas_Infiltration",1788

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_study_group_secrets",108.0

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_24.01",486

"tag:nextthought.com,2011-10:OU-NTIVideo-FIN3303_S_2015_Business_Finance.ntivideo.video_2.3_Present_Value",146

"tag:nextthought.com,2011-10:OU-NTIVideo-SOC1113_F_2014_Intro_to_Sociology.ntivideo.video_01.01_What_Is",215

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_24.02",610

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_overview_reabsorption",103

"tag:nextthought.com,2011-10:OU-NTIVideo-FIN3303_S_2015_Business_Finance.ntivideo.video_0.5_Protecting",123

"tag:nextthought.com,2011-10:OU-NTIVideo-FIN3303_F_2014_Business_Finance.ntivideo.video_4_Comprehensive",347

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_F_2014_Gateway.ntivideo.1_2_Video_1",249

"tag:nextthought.com,2011-10:OU-NTIVideo-EDAH5023_S_2015_Admin_of_Adult_and_Higher_Education.ntivideo.video_Present_State",201

"tag:nextthought.com,2011-10:OU-NTIVideo-IAS2003_F_2014_GlobalCommunity.ntivideo.video_26.01",149

"tag:nextthought.com,2011-10:OU-NTIVideo-IAS2003_F_2014_GlobalCommunity.ntivideo.video_26.02",294

"tag:nextthought.com,2011-10:OU-NTIVideo-IAS2003_F_2014_GlobalCommunity.ntivideo.video_26.03",501

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_growth_hormone_feedback_function",444

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_14.07",223

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_14.06",579

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_14.05",186

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_14.04",497

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_14.03",304

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_14.02",267

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_14.01",533

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1303_S_2015_Power_and_Elegance_of_Computational_Thinking.ntivideo.video_Binary_Abstractions",373

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1323_S_2015_Intro_to_Computer_Programming.ntivideo.video_02.01.04_Heart_Rates",1329

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_12.04",166

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_humoral_immunity",687

"tag:nextthought.com,2011-10:OU-NTIVideo-ENGR1510_S_2015_Intro_to_Water.ntivideo.video_2.1_video_2",309.0

"tag:nextthought.com,2011-10:OU-NTIVideo-CHEM1315_F_2014_GeneralChemistry.ntivideo.video_janux_forumns_discussions",249

"tag:nextthought.com,2011-10:OU-NTIVideo-LSTD1153_S_2015_History_United_States_1865_to_Present.ntivideo.video_1980_Presidential_Election",633

"tag:nextthought.com,2011-10:OU-NTIVideo-PHIL1203_F_2014_HumanDestiny.ntivideo.video:Stoicism_BY_Neal_Judisch",403

"tag:nextthought.com,2011-10:OU-NTIVideo-GEOG3890_S_2015_Hydraulic_Fracturing_and_Water_Resources.ntivideo.video_01.20_Production",111

"tag:nextthought.com,2011-10:OU-NTIVideo-EDAH5023_S_2015_Admin_of_Adult_and_Higher_Education.ntivideo.video_Commonalities_PNC",55

"tag:nextthought.com,2011-10:OU-NTIVideo-PSC4283_S_2015_Civil_Rights_and_Civil_Liberties.ntivideo.video_janux_video_features",208

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_janux_social_feeds",162

"tag:nextthought.com,2011-10:OU-NTIVideo-GEOG3890_S_2015_Hydraulic_Fracturing_and_Water_Resources.ntivideo.video_janux_contacts",189

"tag:nextthought.com,2011-10:OU-NTIVideo-FIN3303_S_2015_Business_Finance.ntivideo.video_2.11_Loan",310

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1323_S_2015_Intro_to_Computer_Programming.ntivideo.video_04.02.02_Refining_Search",2364

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_synaptic_transmission_overview",109

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_F_2014_Gateway.ntivideo.2_2_Video_1",72.0

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_F_2014_Gateway.ntivideo.2_2_Video_3",78.0

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_F_2014_Gateway.ntivideo.2_2_Video_2",95.0

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_F_2014_Gateway.ntivideo.2_2_Video_5",104.0

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_F_2014_Gateway.ntivideo.2_2_Video_4",50.0

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_F_2014_Gateway.ntivideo.2_2_Video_6",112.0

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_pressure_gradients_lymphatic_system",237

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1323_S_2015_Intro_to_Computer_Programming.ntivideo.video_01.01.01_Code",574.0

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_S_2015_Gateway.ntivideo.3_2_Video_2",38

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_S_2015_Gateway.ntivideo.3_2_Video_3",43

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_S_2015_Gateway.ntivideo.3_2_Video_1",66

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_S_2015_Gateway.ntivideo.13_1_Video_1",56

"tag:nextthought.com,2011-10:OU-NTIVideo-IAS2003_F_2014_GlobalCommunity.ntivideo.video_janux_social_feeds",162

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1323_F_2014_Intro_to_Computer_Programming.ntivideo.video_04.01.03_Split",515

"tag:nextthought.com,2011-10:OU-NTIVideo-ENGR1510_S_2015_Intro_to_Water.ntivideo.video_5.3_video_1",514

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1303_S_2015_Power_and_Elegance_of_Computational_Thinking.ntivideo.video_stenography_overview",140

"tag:nextthought.com,2011-10:OU-NTIVideo-PSC4283_S_2015_Civil_Rights_and_Civil_Liberties.ntivideo.unit10_video_1",352

"tag:nextthought.com,2011-10:OU-NTIVideo-EDAH5023_S_2015_Admin_of_Adult_and_Higher_Education.ntivideo.video_07.03._Additional_Campuses",217

"tag:nextthought.com,2011-10:OU-NTIVideo-IAS2003_F_2014_GlobalCommunity.ntivideo.video_21.01",275

"tag:nextthought.com,2011-10:OU-NTIVideo-IAS2003_F_2014_GlobalCommunity.ntivideo.video_21.03",320

"tag:nextthought.com,2011-10:OU-NTIVideo-IAS2003_F_2014_GlobalCommunity.ntivideo.video_21.02",257

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_S_2015_Gateway.ntivideo.8_3_Video_1",147

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_parasympathetic_innervation_heart",415

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_F_2014_Gateway.ntivideo.7_3_Video_1",365

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_janux_assignments",173

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1323_S_2015_Intro_to_Computer_Programming.ntivideo.video_HW.15_Submitting_Multiple_Files",247

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_S_2015_Gateway.ntivideo.10_2_Video_1",233

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_Excitatory_postsynaptic_potentials",593

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_S_2015_Gateway.ntivideo.10_2_Video_2",239

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_spread_cardiac_excitation",302

"tag:nextthought.com,2011-10:OU-NTIVideo-GEOG3890_S_2015_Hydraulic_Fracturing_and_Water_Resources.ntivideo.video_Plagiarism",190

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_visual_impairments_scotopic_sensitivity_syndrome",213

"tag:nextthought.com,2011-10:OU-NTIVideo-LSTD1153_S_2015_History_United_States_1865_to_Present.ntivideo.video_Kennedy_and_Civil_Rights",525

"tag:nextthought.com,2011-10:OU-NTIVideo-FIN3303_S_2015_Business_Finance.ntivideo.video_10.Tradeoffs",372

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1303_S_2015_Power_and_Elegance_of_Computational_Thinking.ntivideo.video_sorting_overview",56

"tag:nextthought.com,2011-10:OU-NTIVideo-LSTD1153_S_2015_History_United_States_1865_to_Present.ntivideo.video_1924_Democratic_Convention",525

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_regulation_HCA_pepsinogen_intestinal_phase",217

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1323_F_2014_Intro_to_Computer_Programming.ntivideo.video_02.01.02_How_to_Turingscraft",485

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1303_S_2015_Power_and_Elegance_of_Computational_Thinking.ntivideo.video_unit3_overview",118

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1303_S_2015_Power_and_Elegance_of_Computational_Thinking.ntivideo.video_janux_overview",423

"tag:nextthought.com,2011-10:OU-NTIVideo-ENGR1510_S_2015_Intro_to_Water.ntivideo.video_3.1_video_1",373

"tag:nextthought.com,2011-10:OU-NTIVideo-ENGR1510_S_2015_Intro_to_Water.ntivideo.video_janux_video_features",208

"tag:nextthought.com,2011-10:OU-NTIVideo-FIN3303_S_2015_Business_Finance.ntivideo.video_janux_social_feeds",162

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1323_S_2015_Intro_to_Computer_Programming.ntivideo.video_04.02.02_Tracing_Parameter_Passing",559

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_S_2015_Gateway.ntivideo.11_1_Video_3",388

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_S_2015_Gateway.ntivideo.11_1_Video_2",170

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_S_2015_Gateway.ntivideo.11_1_Video_1",48

"tag:nextthought.com,2011-10:OU-NTIVideo-FIN3303_S_2015_Business_Finance.ntivideo.video_6.Hurdle_Rate",428

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1303_S_2015_Power_and_Elegance_of_Computational_Thinking.ntivideo.video_Teach_Kids_Code",1009.0

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_S_2015_Gateway.ntivideo.13_2_Video_2",188

"tag:nextthought.com,2011-10:OU-NTIVideo-FIN3303_F_2014_Business_Finance.ntivideo.video_2.7_CF_Streams",566

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_S_2015_Gateway.ntivideo.10_1_Video_1",52

"tag:nextthought.com,2011-10:OU-NTIVideo-PHIL1203_F_2014_HumanDestiny.ntivideo.video:Introduction_to_The_Age_of_Awakening_and_Speculation_BY_Neal_Judisch",272

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_janux_reading_features",301

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1323_F_2014_Intro_to_Computer_Programming.ntivideo.video_janux_contacts",189

"tag:nextthought.com,2011-10:OU-NTIVideo-FIN3303_S_2015_Business_Finance.ntivideo.video_9.Dividends",351

"tag:nextthought.com,2011-10:OU-NTIVideo-PSC4283_S_2015_Civil_Rights_and_Civil_Liberties.ntivideo.unit5_video_1",337

"tag:nextthought.com,2011-10:OU-NTIVideo-PSC4283_S_2015_Civil_Rights_and_Civil_Liberties.ntivideo.unit5_video_0",369

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1323_F_2014_Intro_to_Computer_Programming.ntivideo.video_03.02.05_Best_Friend",1909

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_23.05",70

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_23.04",458

"tag:nextthought.com,2011-10:OU-NTIVideo-CS1323_S_2015_Intro_to_Computer_Programming.ntivideo.video_04.02.06_Statistics",2298

"tag:nextthought.com,2011-10:OU-NTIVideo-LSTD1153_S_2015_History_United_States_1865_to_Present.ntivideo.video_Reviving_the_Economy",254

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_23.01",255

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_accessory_organs_liver",235

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_F_2014_Gateway.ntivideo.8_2_Video_1",162

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_23.02",201

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_21.03",475

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_21.02",265

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_21.01",328

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_21.07",60

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_21.06",145

"tag:nextthought.com,2011-10:OU-NTIVideo-CLC3403_F_2014_LawAndJustice.ntivideo.video_21.05",147

"tag:nextthought.com,2011-10:OU-NTIVideo-FIN3303_F_2014_Business_Finance.ntivideo.video_2.2_Future_Value",226

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_voltage_gated_channels",657

"tag:nextthought.com,2011-10:OU-NTIVideo-ENGR1510_S_2015_Intro_to_Water.ntivideo.video_janux_reading_features",301

"tag:nextthought.com,2011-10:OU-NTIVideo-EDAH5023_S_2015_Admin_of_Adult_and_Higher_Education.ntivideo.video_Future_Langston",61

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_cardiac_physiology_overview",64

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_F_2014_Gateway.ntivideo.1_1_Video_1",31

"tag:nextthought.com,2011-10:OU-NTIVideo-UCOL1002_F_2014_Gateway.ntivideo.1_1_Video_2",124

"tag:nextthought.com,2011-10:OU-NTIVideo-PHIL1203_F_2014_HumanDestiny.ntivideo.video:Christianity_part_I_BY_Neal_Judisch",773

"tag:nextthought.com,2011-10:OU-NTIVideo-EDAH5023_S_2015_Admin_of_Adult_and_Higher_Education.ntivideo.video_04.01_Module",17

"tag:nextthought.com,2011-10:OU-NTIVideo-BIOL2124_F_2014_Human_Physiology.ntivideo.video_heart_sounds_collection",50.0

